"island","site","transect","top_color","bowl_color","order","abundance","dateout","datecoll","duration","order_abbrev"
"saipan","forbig","L2","b","b","Crabronidae",3,2018-01-17,2018-01-20,3,"Crabr"
"saipan","forbig","L2","w","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"saipan","forbig","L2","w","y","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"saipan","forbig","L2","w","r","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"saipan","forbig","L2","r","b","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"saipan","forbig","L3","b","r","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"saipan","forbig","L3","b","r","Crabronidae",3,2018-01-17,2018-01-20,3,"Crabr"
"saipan","forbig","L3","w","y","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"saipan","forbig","L3","r","b","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L1","y","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L1","b","r","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladta","L1","w","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L1","r","w","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladta","L1","w","r","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladta","L1","r","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L2","y","y","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladta","L2","y","b","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladta","L2","y","b","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladta","L2","y","w","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladta","L2","y","w","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladta","L2","b","b","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladta","L2","b","b","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladta","L2","b","w","Crabronidae",3,2018-01-17,2018-01-20,3,"Crabr"
"saipan","ladta","L2","b","r","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L2","b","r","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladta","L2","w","r","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L2","r","y","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladta","L2","r","b","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L2","r","b","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladta","L3","r","w","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L3","r","y","Crabronidae",3,2018-01-17,2018-01-20,3,"Crabr"
"saipan","ladtg","L1","b","y","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L1","r","y","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L1","w","r","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L1","y","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L1","w","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L2","b","b","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladtg","L2","r","b","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L2","w","r","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L2","r","y","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladtg","L2","r","r","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladtg","L3","r","w","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L3","r","w","Trichoptera",3,2018-01-17,2018-01-20,3,"Trich"
"saipan","ladtg","L3","w","y","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L3","w","r","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L1","w","y","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"saipan","mtrl","L1","r","b","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L1","y","y","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L2","r","w","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L2","r","y","Formicidae",3,2018-01-17,2018-01-20,3,"Formi"
"saipan","mtrl","L2","w","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L2","b","w","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"saipan","mtrl","L3","y","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"guam","anao","L1","r","b","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"guam","anao","L1","w","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","anao","L1","w","w","Apoidea",2,2018-01-12,2018-01-15,3,"Apoid"
"guam","anao","L1","r","r","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"guam","anao","L1","r","y","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"guam","anao","L2","y","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","anao","L2","y","y","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"guam","anao","L2","b","r","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","anao","L2","w","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","anao","L2","w","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","anao","L3","r","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","anao","L3","w","r","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","nblas","L1","r","w","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"guam","nblas","L1","b","w","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"guam","nblas","L1","y","b","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","nblas","L1","w","b","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"guam","nblas","L2","r","w","Araneae",2,2018-01-12,2018-01-15,3,"Arane"
"guam","nblas","L2","r","b","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"guam","nblas","L2","w","y","Coleoptera",2,2018-01-12,2018-01-15,3,"Coleo"
"guam","nblas","L3","y","y","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"guam","race","L1","y","y","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"guam","race","L1","y","y","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"guam","race","L1","b","r","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"guam","race","L1","b","b","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"guam","race","L1","y","w","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"guam","race","L1","y","b","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"guam","race","L2","b","y","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"guam","race","L2","b","r","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"guam","race","L2","b","r","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"guam","race","L2","b","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","race","L2","y","y","Isoptera",2,2018-01-12,2018-01-15,3,"Isopt"
"guam","race","L2","y","r","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"guam","race","L2","y","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","race","L2","y","b","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"guam","race","L2","y","b","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","race","L2","y","b","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"guam","race","L2","w","b","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","race","L2","w","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","race","L2","r","b","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"guam","race","L3","r","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","race","L3","y","w","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"guam","race","L3","w","y","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"guam","race","L3","b","b","Araneae",2,2018-01-12,2018-01-15,3,"Arane"
"guam","race","L3","b","w","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"guam","race","L3","b","y","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"guam","race","L3","b","y","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"guam","riti","L1","w","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","riti","L1","b","r","Isoptera",2,2018-01-12,2018-01-15,3,"Isopt"
"guam","riti","L2","r","b","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","riti","L3","r","r","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"guam","riti","L3","b","r","Coleoptera",2,2018-01-12,2018-01-15,3,"Coleo"
"guam","sblas","L1","b","b","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","sblas","L1","y","y","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"guam","sblas","L1","y","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","sblas","L1","b","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","sblas","L1","w","r","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"guam","sblas","L2","r","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","sblas","L2","b","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","sblas","L2","b","b","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"guam","sblas","L3","w","b","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"guam","sblas","L3","w","b","Coleoptera",2,2018-01-12,2018-01-15,3,"Coleo"
"guam","sblas","L3","w","y","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"saipan","forbia","L1","r","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","forbia","L1","r","w","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","forbia","L1","r","w","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","forbia","L1","b","y","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","forbia","L1","w","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","forbia","L1","y","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","forbia","L1","r","y","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","forbia","L1","r","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","forbia","L2","y","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","forbia","L2","y","y","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","forbia","L2","y","w","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","forbia","L2","b","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","forbia","L2","b","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","forbia","L2","w","y","Coleoptera",2,2018-01-17,2018-01-20,3,"Coleo"
"saipan","forbia","L2","w","y","Formicidae",2,2018-01-17,2018-01-20,3,"Formi"
"saipan","forbia","L2","w","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","forbia","L2","w","w","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","forbia","L2","w","w","Crabronidae",2,2018-01-17,2018-01-20,3,"Crabr"
"saipan","forbia","L2","w","w","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","forbia","L2","w","r","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","forbia","L2","r","y","Formicidae",2,2018-01-17,2018-01-20,3,"Formi"
"saipan","forbia","L2","r","w","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","forbia","L2","r","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","forbia","L3","r","y","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","forbia","L3","r","w","Coleoptera",2,2018-01-17,2018-01-20,3,"Coleo"
"saipan","forbia","L3","w","w","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","forbia","L3","w","r","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","forbia","L3","b","w","Coleoptera",2,2018-01-17,2018-01-20,3,"Coleo"
"saipan","forbia","L3","b","w","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","forbia","L3","b","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","forbia","L3","y","w","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","forbig","L1","y","w","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","forbig","L1","b","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","forbig","L1","b","b","Crabronidae",2,2018-01-17,2018-01-20,3,"Crabr"
"saipan","forbig","L1","r","r","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","forbig","L1","y","r","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","forbig","L1","b","y","Crabronidae",2,2018-01-17,2018-01-20,3,"Crabr"
"saipan","forbig","L1","r","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","forbig","L1","w","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","forbig","L1","w","b","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","forbig","L1","w","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","forbig","L1","w","r","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","forbig","L1","w","r","Crabronidae",2,2018-01-17,2018-01-20,3,"Crabr"
"saipan","forbig","L1","w","r","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","forbig","L2","y","y","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","forbig","L2","y","b","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","forbig","L2","y","w","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","forbig","L2","y","r","Crabronidae",2,2018-01-17,2018-01-20,3,"Crabr"
"saipan","forbig","L2","b","y","Coleoptera",2,2018-01-17,2018-01-20,3,"Coleo"
"saipan","forbig","L2","b","y","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","forbig","L2","b","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","forbig","L2","b","r","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","forbig","L2","w","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","forbig","L2","w","w","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","forbig","L2","w","w","Formicidae",2,2018-01-17,2018-01-20,3,"Formi"
"saipan","forbig","L2","w","r","Coleoptera",2,2018-01-17,2018-01-20,3,"Coleo"
"saipan","forbig","L2","w","r","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","forbig","L2","r","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","forbig","L2","r","w","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","forbig","L2","r","r","Coleoptera",2,2018-01-17,2018-01-20,3,"Coleo"
"saipan","forbig","L3","y","r","Crabronidae",2,2018-01-17,2018-01-20,3,"Crabr"
"saipan","forbig","L3","r","w","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","forbig","L3","b","y","Crabronidae",2,2018-01-17,2018-01-20,3,"Crabr"
"saipan","forbig","L3","w","r","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","forbig","L3","w","w","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","forbig","L3","w","w","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","forbig","L3","y","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladta","L1","y","y","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladta","L1","y","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L1","y","w","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladta","L1","r","r","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladta","L1","r","r","Crabronidae",2,2018-01-17,2018-01-20,3,"Crabr"
"saipan","ladta","L1","y","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L1","r","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L1","w","b","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladta","L1","r","w","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L1","b","w","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L1","w","w","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L1","w","w","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladta","L1","w","w","Isoptera",2,2018-01-17,2018-01-20,3,"Isopt"
"saipan","ladta","L2","y","y","Isoptera",2,2018-01-17,2018-01-20,3,"Isopt"
"saipan","ladta","L2","y","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L2","b","y","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladta","L2","b","b","Crabronidae",2,2018-01-17,2018-01-20,3,"Crabr"
"saipan","ladta","L2","w","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L2","w","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladta","L2","w","b","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladta","L2","r","y","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L2","r","y","Coleoptera",2,2018-01-17,2018-01-20,3,"Coleo"
"saipan","ladta","L3","r","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L3","r","y","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladta","L3","r","y","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladta","L3","w","y","Formicidae",2,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladta","L3","y","r","Crabronidae",2,2018-01-17,2018-01-20,3,"Crabr"
"saipan","ladta","L3","w","w","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladta","L3","y","y","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L1","b","w","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladtg","L1","b","w","Crabronidae",2,2018-01-17,2018-01-20,3,"Crabr"
"saipan","ladtg","L1","y","r","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L1","r","b","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L1","r","y","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladtg","L1","w","r","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L1","y","y","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L1","b","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladtg","L1","w","w","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L1","w","w","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L1","r","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L1","w","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L1","w","b","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L1","w","y","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L1","y","w","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L1","y","w","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L2","b","y","Coleoptera",2,2018-01-17,2018-01-20,3,"Coleo"
"saipan","ladtg","L2","b","y","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladtg","L2","b","y","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L2","b","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L2","r","w","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L2","w","y","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L2","y","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L2","y","w","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladtg","L2","y","w","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L2","w","r","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladtg","L2","r","y","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L2","r","y","Coleoptera",2,2018-01-17,2018-01-20,3,"Coleo"
"saipan","ladtg","L2","r","y","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladtg","L2","w","w","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L2","y","r","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L3","r","b","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L3","r","w","Araneae",2,2018-01-17,2018-01-20,3,"Arane"
"saipan","ladtg","L3","r","y","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladtg","L3","b","y","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L3","b","y","Formicidae",2,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladtg","L3","b","w","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L3","y","r","Formicidae",2,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladtg","L3","y","r","Crabronidae",2,2018-01-17,2018-01-20,3,"Crabr"
"saipan","ladtg","L3","y","b","Trichoptera",2,2018-01-17,2018-01-20,3,"Trich"
"saipan","ladtg","L3","y","b","Partial",2,2018-01-17,2018-01-20,3,"Parti"
"saipan","ladtg","L3","w","y","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L3","w","r","Coleoptera",2,2018-01-17,2018-01-20,3,"Coleo"
"saipan","ladtg","L3","w","w","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L3","w","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladtg","L3","w","b","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","mtrl","L1","w","y","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L1","w","y","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L1","r","y","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","mtrl","L1","r","y","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L1","r","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L1","b","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L1","y","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L1","y","w","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L2","r","y","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","mtrl","L2","w","r","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","mtrl","L2","y","r","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","mtrl","L2","w","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L2","b","r","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","mtrl","L2","w","y","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"saipan","mtrl","L2","b","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L2","y","y","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L2","y","b","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","mtrl","L2","y","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L3","y","y","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L3","r","y","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","mtrl","L3","y","w","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L3","w","w","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L3","w","w","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"saipan","mtrl","L3","b","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L3","w","y","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"guam","anao","L1","b","y","Coleoptera",1,2018-01-12,2018-01-15,3,"Coleo"
"guam","anao","L1","y","w","Diptera",1,2018-01-12,2018-01-15,3,"Dipte"
"guam","anao","L1","y","w","Crabronidae",1,2018-01-12,2018-01-15,3,"Crabr"
"guam","anao","L1","y","r","Coleoptera",1,2018-01-12,2018-01-15,3,"Coleo"
"guam","anao","L1","y","r","Formicidae",1,2018-01-12,2018-01-15,3,"Formi"
"guam","anao","L1","r","b","Crabronidae",1,2018-01-12,2018-01-15,3,"Crabr"
"guam","anao","L1","w","y","Formicidae",1,2018-01-12,2018-01-15,3,"Formi"
"guam","anao","L1","r","w","Diptera",1,2018-01-12,2018-01-15,3,"Dipte"
"guam","anao","L1","b","b","Coleoptera",1,2018-01-12,2018-01-15,3,"Coleo"
"guam","anao","L1","b","b","Formicidae",1,2018-01-12,2018-01-15,3,"Formi"
"guam","anao","L1","b","r","Diptera",1,2018-01-12,2018-01-15,3,"Dipte"
"guam","anao","L1","b","r","Coleoptera",1,2018-01-12,2018-01-15,3,"Coleo"
"guam","anao","L1","b","r","Formicidae",1,2018-01-12,2018-01-15,3,"Formi"
"guam","anao","L1","b","r","Isoptera",1,2018-01-12,2018-01-15,3,"Isopt"
